"unique_key","created_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","status","community_board","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","latitude","longitude","location"
"67081187","2025-12-06T16:05:00.000","DEP","Department of Environmental Protection","Water System","Dirty Water (WE)",,"10467","3629 WHITE PLAINS ROAD","WHITE PLAINS ROAD","E 214 ST","E 215 ST",,,"ADDRESS","Open","12 BRONX","BRONX","1021605","259897","ONLINE","Unspecified","BRONX","40.87995239347776","-73.86491630314512","@{latitude=40.87995239347776; longitude=-73.86491630314512; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67084065","2025-12-06T16:05:00.000","DEP","Department of Environmental Protection","Water System","Possible Water Main Break (Use Comments) (WA1)",,"11691","148 BEACH   25 STREET","BEACH   25 STREET","BOARDWALK","SEAGIRT AVE",,,"ADDRESS","Open","14 QUEENS","QUEENS","1051402","155655","PHONE","Unspecified","QUEENS","40.59365884094236","-73.75820491004248","@{latitude=40.59365884094236; longitude=-73.75820491004248; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67081173","2025-12-06T16:05:00.000","DEP","Department of Environmental Protection","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)",,"10312","11 ARBUTUS AVENUE","ARBUTUS AVENUE","AMBOY RD","EUGENE PL",,,"ADDRESS","Open","03 STATEN ISLAND","STATEN ISLAND","932530","133810","PHONE","Unspecified","STATEN ISLAND","40.53380216527897","-74.18606200337291","@{latitude=40.53380216527897; longitude=-74.18606200337291; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67083749","2025-12-06T16:04:57.000","DOT","Department of Transportation","Curb Condition","Curb Defect-Metal Protruding","Sidewalk","10010","247 THIRD AVENUE","THIRD AVENUE","EAST   20 STREET","EAST   21 STREET","EAST   20 STREET","EAST   21 STREET","ADDRESS","In Progress","06 MANHATTAN","MANHATTAN","988585","207842","MOBILE","Unspecified","MANHATTAN","40.73715385745763","-73.9843573127709","@{latitude=40.73715385745763; longitude=-73.9843573127709; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67080949","2025-12-06T16:04:01.000","DOT","Department of Transportation","Street Condition","Defective Hardware","Street","11429","108-08 225 STREET","225 STREET","108 AVENUE","109 AVENUE","108 AVENUE","109 AVENUE","ADDRESS","In Progress","13 QUEENS","QUEENS","1058776","197198","PHONE","Unspecified","QUEENS","40.7076258576785","-73.7311943879391","@{latitude=40.7076258576785; longitude=-73.7311943879391; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67084012","2025-12-06T16:02:41.000","DOHMH","Department of Health and Mental Hygiene","Smoking or Vaping","Allowed in Smoke Free Area","Other","10019","110 WEST   50 STREET","WEST   50 STREET","AVENUE OF THE AMERICAS","7 AVENUE","AVENUE OF THE AMERICAS","7 AVENUE","ADDRESS","In Progress","05 MANHATTAN","MANHATTAN","989498","216223","ONLINE","Unspecified","MANHATTAN","40.76015709687596","-73.98105624587826","@{latitude=40.76015709687596; longitude=-73.98105624587826; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67083864","2025-12-06T16:02:00.000","DSNY","Department of Sanitation","Derelict Vehicles","Derelict Vehicles","Street","10034","196 SEAMAN AVENUE","SEAMAN AVENUE","ISHAM STREET","WEST 214 STREET",,,"ADDRESS","Closed","12 MANHATTAN","MANHATTAN","1006287","256356","PHONE","Unspecified","MANHATTAN","40.870284985134305","-73.92032108491068","@{latitude=40.870284985134305; longitude=-73.92032108491068; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082557","2025-12-06T16:01:21.000","DOHMH","Department of Health and Mental Hygiene","Rodent","Rat Sighting","1-2 Family Dwelling","11375","98-27 74 AVENUE","74 AVENUE","UNION TURNPIKE","METROPOLITAN AVENUE","UNION TURNPIKE","METROPOLITAN AVENUE","ADDRESS","In Progress","06 QUEENS","QUEENS","1027068","197592","PHONE","Unspecified","QUEENS","40.708917547031696","-73.845558199455","@{latitude=40.708917547031696; longitude=-73.845558199455; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078235","2025-12-06T16:00:38.000","DSNY","Department of Sanitation","Missed Collection","Bulky Recycling","Street","11103","24-24 43 STREET","43 STREET","ASTORIA BOULEVARD SOUTH","25 AVENUE","ASTORIA BOULEVARD SOUTH","25 AVENUE","ADDRESS","In Progress","01 QUEENS","QUEENS","1009610","219052","PHONE","Unspecified","QUEENS","40.76788715479807","-73.90844713242662","@{latitude=40.76788715479807; longitude=-73.90844713242662; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67084031","2025-12-06T16:00:11.000","DOHMH","Department of Health and Mental Hygiene","Smoking or Vaping","Allowed in Smoke Free Area","Restaurant/Bar/Deli/Bakery","10128","1694 2 AVENUE","2 AVENUE","EAST   87 STREET","EAST   88 STREET","EAST   87 STREET","EAST   88 STREET","ADDRESS","In Progress","08 MANHATTAN","MANHATTAN","997840","223081","ONLINE","Unspecified","MANHATTAN","40.77897163243503","-73.95093018835861","@{latitude=40.77897163243503; longitude=-73.95093018835861; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082482","2025-12-06T16:00:10.000","DSNY","Department of Sanitation","Illegal Dumping","Removal Request","Sidewalk","10467","3702 WHITE PLAINS ROAD","WHITE PLAINS ROAD","EAST  216 STREET","EAST  217 STREET","EAST  216 STREET","EAST  217 STREET","ADDRESS","In Progress","12 BRONX","BRONX","1021883","260487","MOBILE","Unspecified","BRONX","40.88157057702497","-73.86390768235732","@{latitude=40.88157057702497; longitude=-73.86390768235732; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67075392","2025-12-06T15:59:49.000","DOB","Department of Buildings","General Construction/Plumbing","Curb Cut/Driveway/Carport - Illegal",,"11229","1206 AVENUE W","AVENUE W",,,,,"ADDRESS","Open","15 BROOKLYN","BROOKLYN","995598","155676","UNKNOWN","Unspecified","BROOKLYN","40.59396360515823","-73.95913897100242","@{latitude=40.59396360515823; longitude=-73.95913897100242; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67081023","2025-12-06T15:59:21.000","DSNY","Department of Sanitation","Illegal Dumping","Removal Request","Sidewalk","11413","231-05 146 AVENUE","146 AVENUE","231 STREET","232 STREET","231 STREET","232 STREET","ADDRESS","In Progress","13 QUEENS","QUEENS","1053886","179460","MOBILE","Unspecified","QUEENS","40.65897912774212","-73.74901519551585","@{latitude=40.65897912774212; longitude=-73.74901519551585; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078365","2025-12-06T15:59:00.000","DEP","Department of Environmental Protection","Water System","Leak (Use Comments) (WA2)",,"11379",,,,,"69 STREET","ELIOT AVENUE","INTERSECTION","Open","05 QUEENS","QUEENS","1014420","201414","PHONE","Unspecified","QUEENS","40.71946018342169","-73.89116154503573","@{latitude=40.71946018342169; longitude=-73.89116154503573; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67084042","2025-12-06T15:59:00.000","DEP","Department of Environmental Protection","Noise","Noise, Barking Dog (NR5)",,"10033","736 WEST  181 STREET","WEST  181 STREET","MAGAW PL","FT WASHINGTON AVE",,,"ADDRESS","Open","12 MANHATTAN","MANHATTAN","1001533","249210","ONLINE","Unspecified","MANHATTAN","40.85068195921058","-73.93752848535009","@{latitude=40.85068195921058; longitude=-73.93752848535009; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079598","2025-12-06T15:58:33.000","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","11235","1116 AVENUE X","AVENUE X","EAST   11 STREET","EAST   12 STREET","EAST   11 STREET","EAST   12 STREET","ADDRESS","In Progress","15 BROOKLYN","BROOKLYN","995499","154858","ONLINE","Unspecified","BROOKLYN","40.59171848578997","-73.95949680463161","@{latitude=40.59171848578997; longitude=-73.95949680463161; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079452","2025-12-06T15:57:16.000","DOHMH","Department of Health and Mental Hygiene","Indoor Air Quality","Chemical Vapors/Gases/Odors","3+ Family Apartment Building","10467","3279 HULL AVENUE","HULL AVENUE","EAST  207 STREET","EAST  209 STREET","EAST  207 STREET","EAST  209 STREET","ADDRESS","In Progress","07 BRONX","BRONX","1018845","258523","PHONE","Unspecified","BRONX","40.876192443091576","-73.87490413703067","@{latitude=40.876192443091576; longitude=-73.87490413703067; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67081342","2025-12-06T15:56:49.000","DOB","Department of Buildings","Building/Use","Illegal Conversion Of Residential Building/Space",,"10466","4337 DE REIMER AVENUE","DE REIMER AVENUE",,,,,"ADDRESS","Open","12 BRONX","BRONX","1027218","266458","UNKNOWN","Unspecified","BRONX","40.89793470036298","-73.84457643341578","@{latitude=40.89793470036298; longitude=-73.84457643341578; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67075393","2025-12-06T15:56:48.000","DOB","Department of Buildings","General Construction/Plumbing","Curb Cut/Driveway/Carport - Illegal",,"11229","1210 AVENUE W","AVENUE W",,,,,"ADDRESS","Open","15 BROOKLYN","BROOKLYN","995629","155687","UNKNOWN","Unspecified","BROOKLYN","40.593993758198586","-73.95902733001283","@{latitude=40.593993758198586; longitude=-73.95902733001283; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082871","2025-12-06T15:56:00.000","DOT","Department of Transportation","Traffic Signal Condition","Controller",,"11105",,,,,"DITMARS BOULEVARD","35 STREET","INTERSECTION","Closed","01 QUEENS","QUEENS","1009481","221593","UNKNOWN","Unspecified","QUEENS","40.77486190212239","-73.9089032989066","@{latitude=40.77486190212239; longitude=-73.9089032989066; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67085425","2025-12-06T15:55:01.000","DSNY","Department of Sanitation","Dead Animal","Opossum","Street","11214","240 BAY   20 STREET","BAY   20 STREET","CROPSEY AVENUE","SHORE PARKWAY","CROPSEY AVENUE","SHORE PARKWAY","ADDRESS","In Progress","11 BROOKLYN","BROOKLYN","982485","158397","PHONE","Unspecified","BROOKLYN","40.6014392894453","-74.00635599124365","@{latitude=40.6014392894453; longitude=-74.00635599124365; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078269","2025-12-06T15:54:10.000","DSNY","Department of Sanitation","Dead Animal","Bird","Sidewalk","11416","101-20 92 STREET","92 STREET","101 AVENUE","103 AVENUE","101 AVENUE","103 AVENUE","ADDRESS","In Progress","09 QUEENS","QUEENS","1026298","188229","PHONE","Unspecified","QUEENS","40.683222018452824","-73.84839398411884","@{latitude=40.683222018452824; longitude=-73.84839398411884; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079712","2025-12-06T15:53:00.000","DEP","Department of Environmental Protection","Noise","Noise, Barking Dog (NR5)",,"11101","5-27 51 AVENUE","51 AVENUE","5 ST","VERNON BLVD",,,"ADDRESS","Open","02 QUEENS","QUEENS","996357","209766","ONLINE","Unspecified","QUEENS","40.74242753474382","-73.95630887844891","@{latitude=40.74242753474382; longitude=-73.95630887844891; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67075243","2025-12-06T15:52:26.000","DSNY","Department of Sanitation","Missed Collection","Bulky Trash","Street","11432","169-10 HILLSIDE AVENUE","HILLSIDE AVENUE","169 STREET","170 STREET","169 STREET","170 STREET","ADDRESS","In Progress","12 QUEENS","QUEENS","1041690","198301","PHONE","Unspecified","QUEENS","40.71078073687075","-73.79281169918012","@{latitude=40.71078073687075; longitude=-73.79281169918012; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67077045","2025-12-06T15:50:48.000","DOB","Department of Buildings","Boilers","Boiler - Defective/Inoperative/No Permit",,"10027","1470 AMSTERDAM AVENUE","AMSTERDAM AVENUE",,,,,"ADDRESS","Open","09 MANHATTAN","MANHATTAN","997153","237061","UNKNOWN","Unspecified","MANHATTAN","40.817343949772905","-73.95338389635391","@{latitude=40.817343949772905; longitude=-73.95338389635391; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079657","2025-12-06T15:50:32.000","DSNY","Department of Sanitation","Vendor Enforcement","Food Vendor","Street","10019","251 WEST   50 STREET","WEST   50 STREET","BROADWAY","8 AVENUE","BROADWAY","8 AVENUE","ADDRESS","Closed","05 MANHATTAN","MANHATTAN","988394","216840","ONLINE","Unspecified","MANHATTAN","40.76185118984676","-73.98504098445952","@{latitude=40.76185118984676; longitude=-73.98504098445952; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67081345","2025-12-06T15:50:28.000","DOB","Department of Buildings","General Construction/Plumbing","Building - Vacant, Open And Unguarded",,"10460","1680 SOUTHERN BOULEVARD","SOUTHERN BOULEVARD",,,,,"ADDRESS","Open","03 BRONX","BRONX","1015093","243892","UNKNOWN","Unspecified","BRONX","40.836048662392145","-73.88853870959385","@{latitude=40.836048662392145; longitude=-73.88853870959385; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082440","2025-12-06T15:50:00.000","DSNY","Department of Sanitation","Derelict Vehicles","Derelict Vehicles","Street","11434","147-34 176 STREET","176 STREET","147 AVENUE","148 AVENUE",,,"ADDRESS","Closed","13 QUEENS","QUEENS","1048109","179935","PHONE","Unspecified","QUEENS","40.660326441619816","-73.76983228707671","@{latitude=40.660326441619816; longitude=-73.76983228707671; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67084209","2025-12-06T15:50:00.000","DOB","Department of Buildings","Building/Use","Illegal Conversion Of Residential Building/Space",,"11355","144-11 BARCLAY AVENUE","BARCLAY AVENUE",,,,,"ADDRESS","Open","07 QUEENS","QUEENS","1034005","216180","UNKNOWN","Unspecified","QUEENS","40.75990063113685","-73.82039948358432","@{latitude=40.75990063113685; longitude=-73.82039948358432; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67081150","2025-12-06T15:50:00.000","DEP","Department of Environmental Protection","Noise","Noise, Barking Dog (NR5)",,"11103","31-18 46 STREET","46 STREET","31 AVE","NEWTOWN RD",,,"ADDRESS","Open","01 QUEENS","QUEENS","1008442","215671","ONLINE","Unspecified","QUEENS","40.75861045886931","-73.91267592783873","@{latitude=40.75861045886931; longitude=-73.91267592783873; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078366","2025-12-06T15:50:00.000","DEP","Department of Environmental Protection","Water System","Leak (Use Comments) (WA2)",,"10475","3413 HUNTER AVENUE","HUNTER AVENUE","TILLOTSON AVE","DEAD END",,,"ADDRESS","Open","12 BRONX","BRONX","1030080","260183","PHONE","Unspecified","BRONX","40.880697432892795","-73.83426699391379","@{latitude=40.880697432892795; longitude=-73.83426699391379; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67083860","2025-12-06T15:48:45.000","DOHMH","Department of Health and Mental Hygiene","Day Care","Day Care Facility","Public School","10304","101 WARREN STREET","WARREN STREET","HILL STREET","COURSEN COURT","HILL STREET","COURSEN COURT","ADDRESS","In Progress","01 STATEN ISLAND","STATEN ISLAND","961585","165296","ONLINE","Unspecified","STATEN ISLAND","40.62034681071282","-74.08164270215578","@{latitude=40.62034681071282; longitude=-74.08164270215578; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076780","2025-12-06T15:48:12.000","DSNY","Department of Sanitation","Missed Collection","Compost","Street","11368","101-04 MARTENSE AVENUE","MARTENSE AVENUE","GRANGER STREET","102 STREET","GRANGER STREET","102 STREET","ADDRESS","In Progress","04 QUEENS","QUEENS","1023727","208720","PHONE","Unspecified","QUEENS","40.73947670563752","-73.85754367670371","@{latitude=40.73947670563752; longitude=-73.85754367670371; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67077133","2025-12-06T15:48:00.000","DOT","Department of Transportation","Street Light Condition","Street Light Dayburning",,"10306","146 CANNON BOULEVARD","CANNON BOULEVARD","10 ST","COLGATE PL",,,"ADDRESS","Open","02 STATEN ISLAND","STATEN ISLAND","951479","145852","UNKNOWN","Unspecified","STATEN ISLAND","40.56694537083445","-74.11795166985924","@{latitude=40.56694537083445; longitude=-74.11795166985924; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67075235","2025-12-06T15:47:45.000","DSNY","Department of Sanitation","Illegal Dumping","Removal Request","Sidewalk","10456","241 EAST  167 STREET","EAST  167 STREET","SHERMAN AVENUE","GRANT AVENUE","SHERMAN AVENUE","GRANT AVENUE","ADDRESS","In Progress","04 BRONX","BRONX","1007735","243007","PHONE","Unspecified","BRONX","40.83364222628771","-73.91513233377532","@{latitude=40.83364222628771; longitude=-73.91513233377532; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67077989","2025-12-06T15:47:19.000","DOB","Department of Buildings","Elevator","Elevator - Single Device On Property/No Alternate Service",,"10453","125 MOUNT HOPE PLACE","MOUNT HOPE PLACE",,,,,"ADDRESS","Open","05 BRONX","BRONX","1009802","248504","UNKNOWN","Unspecified","BRONX","40.8487241409771","-73.90764188396265","@{latitude=40.8487241409771; longitude=-73.90764188396265; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67081078","2025-12-06T15:47:14.000","DSNY","Department of Sanitation","Obstruction","Cone","Street","10459","VYSE AVENUE","VYSE AVENUE","FREEMAN STREET","JENNINGS STREET","FREEMAN STREET","JENNINGS STREET","BLOCKFACE","Closed","Unspecified BRONX","BRONX",,,"PHONE","Unspecified","BRONX",,,
"67083977","2025-12-06T15:47:00.000","DSNY","Department of Sanitation","Dirty Condition","Dog Waste","Sidewalk","11210","896 EAST   38 STREET","EAST   38 STREET","GLENWOOD ROAD","AVENUE H","GLENWOOD ROAD","AVENUE H","ADDRESS","In Progress","17 BROOKLYN","BROOKLYN","1000903","170038","PHONE","Unspecified","BROOKLYN","40.63337594127239","-73.94000170871382","@{latitude=40.63337594127239; longitude=-73.94000170871382; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67080808","2025-12-06T15:47:00.000","DOB","Department of Buildings","Elevator","Elevator - Single Device On Property/No Alternate Service",,"10452","1075 NELSON AVENUE","NELSON AVENUE",,,,,"ADDRESS","Open","04 BRONX","BRONX","1004320","243370","UNKNOWN","Unspecified","BRONX","40.834646977117984","-73.92747201566426","@{latitude=40.834646977117984; longitude=-73.92747201566426; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082356","2025-12-06T15:46:13.000","DOHMH","Department of Health and Mental Hygiene","Mobile Food Vendor","Food Worker Activity","Mobile Food Vendor","10017","WEST   49 STREET","WEST   49 STREET","5 AVENUE","WEST   49 STREET","5 AVENUE","WEST   49 STREET","INTERSECTION","In Progress","05 MANHATTAN","MANHATTAN","990441","215405","MOBILE","Unspecified","MANHATTAN","40.75791128625207","-73.97765304347091","@{latitude=40.75791128625207; longitude=-73.97765304347091; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
